Text,Label,Kategori
Kasus dugaan pencemaran nama baik Menko Maritim dan Investasi Luhut Binsar Pandjaitan telah dinyatakan lengkap berkasnya atau P-21. Selanjutnya  penyidik akan mengagendakan pelimpahan tahap II berupa penyerahan tersangka Haris Azhar dan Fatia Maulidiyanti  serta barang bukti kepada Kejaksaan untuk disidangkan Kuasa Hukum Haris  Nurkholis Hidayat menyatakan siap mengikutu proses hukum yang berjalan. Kliennya dipastikan tidak akan kabur. “Insya Allah Haris dan Fatia siap menghadapi persidangan jika benar-benar diajukan ke pengadilan ” kata Nurkhilos kepada wartawan  Rabu (22/2) Sementara itu  Fatia pun belum mau banyak berkomentar. Sebab  dia belum menerima salinan pemberhentian SP-3 tersebut. “Maaf belum bisa respon apa-apa karena belum ada pemberitahuan resmi ke pihak kami  Diketahui  Menko Marves Luhut Binsar Pandjaitan melaporkan Haris Azhar dan Fatia Maulidiyanti ke Polda Metro Jaya pada 22 September 2021 lalu. Laporan ini teregistrasi dengan Nomor: STTLP/B/4702/IX/2021/SPKT/POLDA METRO JAYA  tertanggal 22 September 2021 Baca selengkapnya di https://www.jawapos.com/nasional/hukum-kriminal/22/02/2023/kasusnya-sudah-p-21-ini-respons-pihak-haris-azhar-dan-fatia/  Instal aplikasi JawaPos.com untuk mendapatkan berita terbaru lebih cepat. Tersedia di Google Play Store dan App Store https://onelink.to/3fsfqt,0,non-bullying
Internet Murah adalah HAK setiap warga.  Sebagai penyedia layanan internet WIFI yang murah (mulai 67.500 per bulan dengan kuota pemakaian yang unlimited) kami berharap setiap warga Surabaya bisa menikmati layanan ini agar bisa memajukan dirinya agar seluruh warga di kota Surabaya ini jadi makin makmur.   Tidak ada lagi biaya mahal untuk menjadi makin pintar !  Internet adalah gudang informasi. Informasi adalah pengetahuan. Pengetahuan adalah penunjang utama kemajuan warga. Warganya maju maka kotanya bisa makmur. Kotanya makmur maka pemerintah kotanya juga ikut makmur@luhut.pandjaitan @jokowi @direktoratpos    @cakj1  @ericahyadi_,0,non-bullying
Tema satu abad NU adalah Mendigdayakan Nahdlatul Ulama Menjemput Abad Kedua Menuju Kebangkitan Baru. harlah ini menjadi momentum era baru NU. Selamat atas 1 Abad NU  dan Selamat Datang Abad Ke 2 untuk @nahdlatululama . Pak Sidarto Danusubroto @wantimpres.ri Bersama Pak @prabowo & Pak @luhut.pandjaitan datang menghadiri acara 1 Abad NU di Sidoarjo atas undangan dari PBNU.,0,non-bullying
Pemerintah tengah menguji coba kunjungan masyarakat umum naik Candi Borobudur. Saat ini destinasi di Magelang  Jawa Tengah itu masih ditutup. Hanya pengunjung tertentu yang dapat mencapainya.⁣ ⁣ Ke depan  traveler yang ingin naik ke bagian atas Candi Borobudur harus membayar lebih. Dari tiket itu ada sejumlah fasilitas yang akan diterima.⁣ ⁣ Tarif tiket untuk naik ke atas Candi direncanakan antara Rp 100-150 ribu untuk turis domestik dan wisatawan mancanegara Rp 500 ribu. Berikut infonya dalam infografis di atas.⁣ ⁣,0,non-bullying
Menteri Koordinator bidang Kemaritiman dan Investasi  Luhut Binsar Panjaitan yang  menargetkan 70 persen sampah sudah hilang dari laut Indonesia pada tahun 2025  bisa menjadi pernyataaan yang melegakan Direktur Jenderal Pengelolaan Limbah  Sampah  dan Bahan Beracun Berbahaya (PSLB3) KLHK  Rosa Vivien Ratnawati menyebutkan pengelolaan sampah sebagai bagian dari strategi mewujudkan komitmen KLHK untuk  mencapai target zero waste pada 2050 Baca selengkapnya di www.minews.id,0,non-bullying
Produk Minyakita langka di pasaran. Menteri Koordinator Kemaritiman dan Investasi Luhut Binsar Pandjaitan pun buka suara merespons produk minyak goreng subsidi itu Berita selengkapnya klik link di bio,0,non-bullying
"Asik banget kan bisa beli motor listrik dikasih subsidi sampai 7jutaDetail lebih jelasnya memang masih menunggu hasil pertemuan para menteri yang langsung dipimpin Menteri Koordinator bidang Kemaritiman dan Investasi bapak Luhut Binsar PandjaitanNamun  bapak Luhut tidak memastikan apakah subsidi juga akan diberikan untuk motor konversiIa mengatakan hal itu akan diumumkan beserta penjelasan apakah subsidi akan diberikan kepada produsen atau pembeli motor listrik""Nanti akan diumumkan semua  pasti nanti akan diprioritaskan rakyat-rakyat yang sederhana "" ujarnyaMenariknya  subsidi ini dapat diberikan tanpa membebani APBN sedikitpun dengan skema sumber pembiayaan diambil dari Cukai Karbon yang dikenakan pada kendaraan tinggi Emisi KarbonSebelumnya  Menteri Perindustrian Agus Gumiwang mengatakan subsidi untuk pembelian motor listrik baru diberikan sebesar Rp8 jutaSedangkan bagi masyarakat yang mengkonversi motornya dari berbahan bakar bensin menjadi motor listrik akan diberikan subsidi Rp5 jutaSumber artikel CNN IndonesiaKalian mau dapet subsidinya gak nih? Coba deh tulis MAU di komentar",0,non-bullying
News : Luhut  (Siapa pun yang Jadi Presiden 2024 Pasti Minta Pendapat Saya) Yuks Kepoin Konten Media Kami Lainnya  Jangan Lupa Follow Biar Selalu Mendapatkan Informasi Yang Terupdate : @idnet_entertaiment @idnet_sport Yuk Support Konten Media  @idnet_media Dengan Cara Donasi  Link Ada Di Bio,0,non-bullying
Kementerian ESDM mengklaim motor listrik bisa menghasilkan penghematan besar bagi penggunanya loh ⁉️Berdasarkan kajian yang dilakukan  penghematan pengeluaran yang dihasilkan kalo kita pakai motor listrik  mencapai Rp2 78 juta per tahunItu pun belum termasuk dengan biaya ganti oliSaat ini populasi motor di Indonesia sebanyak 115 juta unit (data BPS 2020)  maka program ini berpotensi menghasilkan efisiensi penggunaan BBM sebesar Rp319 triliun per tahunJadi kamu masih mau boros-borosan?,0,non-bullying
Kelangkaan dan kenaikan harga minyak goreng saat ini salah satunya disebabkan oleh berkurangnya pasokan domestic market obligation (DMO) terutama dari pasokan Minyakita. Pemerintah pun sudah bergerak cepat mengatasi permasalahan kelangkaan dan tingginya harga Minyakita.   “Saya mohon kepada Kemendag untuk memastikan peningkatan pasokan DMO oleh produsen minyak goreng sebanyak 50% hingga Lebaran nanti (bulan April). Alokasi per perusahaan ditentukan berdasarkan rata-rata kinerja ekspor perusahaan selama Oktober-Desember 2022 secara proporsional ” ungkap Menteri Koordinator Maritim dan Investasi Luhut B. Pandjaitan  Selasa (7/2/2023) Luhut pun meminta Kemendag  Kemenperin  dan Indonesia National Single Window (INSW) untuk mendepositokan 66% hak ekspor yang dimiliki eksportir saat ini dan tidak dapat langsung digunakan. Pencairan deposito akan dilakukan secara bertahap sejak 1 Mei dan diberikan melihat kepatuhan perusahaan dalam memenuhi kewajiban DMO Luhut juga menegaskan kepada Satgas Pangan  Kemendag  Kemenperin untuk melakukan pengawasan yang ketat berbasiskan data SIMIRAH (Sistem Informasi Minyak Goreng Curah) dan hasil temuan di lapangan terhadap pelaksanaan distribusi  terutama menjelang Ramadan dan Lebaran. YLD,0,non-bullying
Pemenang Komisi Awards untuk kategori Politisi Terkocak  Politisi Tergalak  dan Politisi Terambis pilihan rakyat komisi! 🏆  Next kita buat kategori apa lagi? 😝,1,bullying
Menko Kemaritiman dan Investasi Luhut Panjaitan mengirimkan peringatan kepada pihak-pihak yang terlalu banyak mengkritik dirinya dan pemerintah.   Peringatan terutama ia tujukan kepada pengkritik yang belum pernah masuk ke dalam lingkaran pemerintahan.     Menurutnya  bila mau memberikan kritik harus dengan solusi dan jangan hanya asal bicara. Dia menegaskan tak mudah mengatur negara. Di sisi lain  Luhut juga menitip pesan kepada para pejabat sepertinya pun jangan merasa tinggi hati dan sombong. Menurutnya  semua jabatan hanya sementara.    Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengaku ditegur Presiden Joko Widodo lantaran kurang mempromosikan event F1H20.    Hal ini terungkap saat Konferensi Pers Penandatanganan Kesepakatan Kerja Sama F1 Powerboat Danau Toba  di Kantor Kemenko Marves  Rabu (2/2/2023). Bersama Wakil Menteri BUMN Kartika Wirjoatmodjo  Menteri Pemuda dan Olahraga Zainudin Amali  Direktur Marketing dan Consumer Experience In Journey Maya Watono  dan Direktur Utama PT Aviasi Pariwisata Indonesia Dony Oskaria. Di depan para mitra dan sponsor acara ini dengan nada bercanda dia mengungkapkan akan terus melakukan promosi mengenai hal ini.    Beberapa perusahaan yang sudah menjadi mitra dan sponsor antara lain PT Mayora Indah  PT Parna Raya  PT Wilmar  PT Astra Agro Lestari  PT Sinar Mas  PT Musim Mas  dan Asosiasi Semen Indonesia.   Cari tahu info selengkapnya dengan klik link di bio --------------------------------------- Redaksi : Redaksi@pulpend.id Kerja sama dan iklan: Kerjasama@pulpend.id Instagram : https://www.instagram.com/pulpend.id/#  Facebook : https://www.facebook.com/Pulpend.id/ Pinterest : https://pin.it/3b59qeN Twitter : https://www.twitter.com/Pulpendid,0,non-bullying
Setelah pertemuan pertama di London  Inggris  untuk kedua kalinya Surya Paloh ketemu dengan Luhut Binsar Pandjaitan (@luhut.pandjaitan) di Jakarta  gengs Belum lama  Paloh juga bertemu dengan ketum Golkar  Airlangga Hartarto (@airlanggahartarto_official). Apakah safari Nasdem (@official_nasdem) ini memperkuat kemungkinan KIB join Anies (@aniesbaswedan) ?,0,non-bullying
Menko Kemaritiman dan Investasi Luhut Panjaitan mengirimkan peringatan kepada pihak-pihak yang terlalu banyak mengkritik dirinya dan pemerintah.   Peringatan terutama ia tujukan kepada pengkritik yang belum pernah masuk ke dalam lingkaran pemerintahan.     Menurutnya  bila mau memberikan kritik harus dengan solusi dan jangan hanya asal bicara. Dia menegaskan tak mudah mengatur negara. Di sisi lain  Luhut juga menitip pesan kepada para pejabat sepertinya pun jangan merasa tinggi hati dan sombong. Menurutnya  semua jabatan hanya sementara.    Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengaku ditegur Presiden Joko Widodo lantaran kurang mempromosikan event F1H20.    Hal ini terungkap saat Konferensi Pers Penandatanganan Kesepakatan Kerja Sama F1 Powerboat Danau Toba  di Kantor Kemenko Marves  Rabu (2/2/2023). Bersama Wakil Menteri BUMN Kartika Wirjoatmodjo  Menteri Pemuda dan Olahraga Zainudin Amali  Direktur Marketing dan Consumer Experience In Journey Maya Watono  dan Direktur Utama PT Aviasi Pariwisata Indonesia Dony Oskaria. Di depan para mitra dan sponsor acara ini dengan nada bercanda dia mengungkapkan akan terus melakukan promosi mengenai hal ini.    Beberapa perusahaan yang sudah menjadi mitra dan sponsor antara lain PT Mayora Indah  PT Parna Raya  PT Wilmar  PT Astra Agro Lestari  PT Sinar Mas  PT Musim Mas  dan Asosiasi Semen Indonesia.             Ikuti perkembangan politik tanah air di youtube Total Politik            ..................................................................,0,non-bullying
Merek permen kopi lokal Indonesia  Kopiko  menjadi sponsor utama kejuaraan powerboat skala internasional  Kopiko Formula One Powerboat World Championship. Kompetisi bergengsi ini  digelar dengan melibatkan lebih dari 30 negara sebagai peserta Permen kopi yang khas Indonesia ini  sebelumnya pernah membuat heboh di dunia internasional dengan muncul di puluhan judul drama Korea  serta dikonsumsi oleh orang terkaya di dunia  Elon Musk Kejuaraan Kopiko F1 Powerboat 2023 diselenggarakan di Danau Toba  Sumatra Utara  yang terkenal sebagai danau vulkanik terbesar di dunia dan diakui sebagai UNESCO Global Geoparks Berlangsung selama tiga hari  yakni 24-26 Februari 2023  para peserta kejuaraan dan pengunjung akan disajikan dengan rute yang unik dan pemandangan Danau Toba yang luar biasa dan tentunya adrenalin tinggi selama perlombaan powerboat berlangsung. Rute unik ini disebabkan oleh lanskap Danau Toba yang merupakan danau vulkanik Kopiko sebagai official titling sponsor F1 Powerboat telah diresmikan melalui penandatanganan kerjasama pada hari Kamis 2 Februari 2023 dan disaksikan Menteri Koordinator Bidang Kemaritiman dan Investasi  Luhut Binsar Panjaitan; Menteri Pemuda dan Olah Raga  Zainuddin Amali; dan Wakil Menteri II BUMN  Kartika Wirjoatmodjo,0,non-bullying
Setelah ditetapkan sebagai Tuan Rumah World Water Forum (WWF) ke-10  Indonesia dengan cepat mempersiapkan diri untuk menyambut peserta yang akan datang. Usaha mempersiapkan diri ini mulai dilakukan dengan diadakannya rapat koordinasi terkait Persiapan Penyelenggaraan WWF ke-10 bersama Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut B. Pandjaitan selaku Ketua Panitia Nasional  Menteri Pekerjaan Umum dan Perumahan Rakyat (MenPUPR) Basuki Hadimuljono selaku Ketua Harian Panitia Nasional  Wakil Menteri Kesehatan (Wamenkes) Dante Saksono  dan Kepala Badan Meteorologi  Klimatologi  dan Geofisika (Kepala BMKG) Dwikorita Karnawati.   Dalam rapat koordinasi ini dibahas berbagai kebutuhan yang nantinya diperlukan seperti logistik  transportasi  akreditasi delegasi  keamanan dan pengamanan  hingga publikasi kegiatan (03-02-2023).   “Masalah air ini  sangat penting sekali sekarang untuk masyarakat dunia dan Indonesia. Untuk pertama  kalinya juga  Indonesia menjadi tuan rumah forum ini. Hal ini akan jadi langkah baik bagi Indonesia dan dunia  untuk menyampaikan betapa pentingnya air bagi kesejahteraan semua orang ” ungkap Menko Luhut.   Baca berita selengkapnya di newestindonesia.com (Klik link di BIO)  -------------------------------------------------------------------,0,non-bullying
Menko Kemaritiman dan Investasi Luhut Pandjaitan memiliki sejumlah perusahaan yang telah dirintis sejak lama. Diketahui bahwa Luhu juga seorang mantan Jenderal Bintang Empat Komando Pasukan Khusus Angkatan Darat (Koppasus AD) Selain berkarier di militer  Luhut merupakan seorang pebisnis sukses yang mendirikan PT Toba Sejahtera dan diketahui dirinya memiliki 99 98% saham Grup PT Toba Sejahtera Sumber: Okezone,0,non-bullying
"""Jangan pernah kau jual atau kau lacurkan kau punya profesionalisme. Kalau kamu mau jadi orang besar  don't ever do it! "" quote by pak Jenderal TNI (Purn.) @luhut.pandjaitan Semoga sehat selalu bapak mentri kemaritiman dan investasi Indonesia . Salam dr kami fisioterapi Indonesia  yg siap melayani dengan hati serta profesinalisme kami pak",1,bullying
Surya Paloh Kembali Bertemu Luhut Pandjaitan  NasDem: Diundang Makan Siang  PARBOABOA  Jakarta - Ketua DPP Partai Nasdem Sugeng Suparwoto membenarkan adanya pertemuan antara Ketua Umum Partai NasDem  Surya Paloh dengan Menteri Koordinator Bidang Maritim  dan Investasi (Menko Marves) Luhut Binsar Pandjaitan Berita selengkapnya dapat diakses di situs Parboaboa!,0,non-bullying
Setelah ditetapkan sebagai Tuan Rumah World Water Forum (WWF) ke-10  Indonesia dengan cepat mempersiapkan diri untuk menyambut peserta yang akan datang Usaha mempersiapkan diri ini mulai dilakukan dengan diadakannya rapat koordinasi terkait persiapan penyelenggaraan WWF ke-10 bersama Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut B. Pandjaitan selaku Ketua Panitia Nasional  Menteri Pekerjaan Umum dan Perumahan Rakyat (MenPUPR) Basuki Hadimuljono selaku Ketua Harian Panitia Nasional  Wakil Menteri Kesehatan (Wamenkes) Dante Saksono  dan Kepala Badan Meteorologi  Klimatologi  dan Geofisika (Kepala BMKG) Dwikorita Karnawati Dalam rapat koordinasi ini dibahas berbagai kebutuhan yang nantinya diperlukan seperti logistik  transportasi  akreditasi delegasi  keamanan dan pengamanan  hingga publikasi kegiatan “Masalah air ini  sangat penting sekali sekarang untuk masyarakat dunia  dan Indonesia untuk pertama kalinya menjadi tuan rumah untuk forum ini. Ini akan jadi satu langkah baik bagi Indonesia dan dunia  untuk menyampaikan betapa pentingnya air bagi kesejahteraan semua orang ” ungkap Menko Luhut  Jumat (03/02/2023) Baca berita selengkapnya dengan klik link di bio @warawiri_net,0,non-bullying
"Luhut: Jangan Asal Ngomong  Ngatur Republik Ini Tak Gampang  Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut Binsar Pandjaitan menegaskan bahwa dalam mengurus Indonesia itu tidak mudah Maka itu  Luhut menyentil orang yang selalu berburuk sangka terhadap pemerintah. Terlebih lagi bagi orang yang belum pernah menjabat ""Jangan cepat-cepat berburuk sangka. Apabila kau belum pernah menjabat di pemerintah. Jangan asal ngomong. Tak gampang mengatur Indonesia ini "" kata Luhut dalam sambutan peresmian Sail Teluk Cenderawasih yang dipantau secara virtual  Jumat (3/2/2023) Luhut juga meminta kepada para pejabat untuk tidak merasa paling dibutuhkan atau sombong. Hal ini dikarenakan jabatan yang dipegangnya saat ini hanya sementara Pihaknya meminta kepada para Pemerintah Daerah untuk terus bekerja keras demi membuat Indonesia semakin dikenal oleh dunia ""Ayo  Presiden Jokowi sudah memberikan kesempatan kepada kita untuk membuat Indonesia semakin bagus. Nah tinggal kita yang harus mengeksusinya dengan baik "" pungkasnya Sumber: okezone",0,non-bullying
"Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut Binsar Pandjaitan secara resmi membuat penyelenggaraan Sail Teluk Cendrawasih  Jumat  3 Februari 2023.   Sail Teluk Cendrawasih sendiri diadakan di Provinsi Papua dan berlokasi di empat kabupaten yaitu Biak Numfor  Waropen  Kepulauan Yapen  dan Sarmi. Pada tahun ini tema yang diusung adalah “Memperkuat Kedaulatan Maritim Indonesia di Pasifik” “Sail Teluk Cenderawasih akan menjadi rangkaian Sail Indonesia yang ke-13. Kita patut berbangga bahwa setelah penyelenggaraan Sail Raja Ampat pada 2014 dan PON XX pada 2021 lalu  tanah Papua sekali lagi berkesempatan untuk menampilkan keelokan dan kekayaannya "" kata Luhut  Jumat  3 Februari 2023 Selengkapnya di tvrinews.com",0,non-bullying
"Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut Binsar Pandjaitan menegaskan bahwa dalam mengurus Indonesia itu tidak mudah. Maka itu  Luhut menyentil orang yang selalu berburuk sangka terhadap pemerintah. Terlebih lagi bagi orang yang belum pernah menjabat. Luhut juga meminta kepada para pejabat untuk tidak merasa paling dibutuhkan atau sombong. Hal ini dikarenakan jabatan yang dipegangnya saat ini hanya sementara ""Jangan cepat-cepat berburuk sangka. Apabila kau belum pernah menjabat di pemerintah. Jangan asal ngomong. Tak gampang mengatur Indonesia ini "" kata Luhut Baca Selengkapnya di Okezone.com",0,non-bullying
Menko Bidang Kemaritiman dan Investasi  @luhut.pandjaitan  mengakui tidak mudah dalam mengatur negara. Untuk itu  ia meminta masyarakat tidak berburuk sangka ke pemerintah dan jangan asal mengkritik apabila belum bisa berkontribusi ke negara.⁠ ⁠ “Kalau belum pernah menjabat jangan asal ngomong  tidak gampang mengatur republik ini ” kata Luhut saat launching Sail Teluk Cendrawasih  Jumat (3/2).⁠ ⁠ Luhut juga mengingatkan para pejabat untuk tidak pernah sombong  bekerja harus dengan rendah hati demi kepentingan rakyat Indonesia. Ia menekankan lebih baik berkontribusi dengan konkret daripada kritik yang tak perlu.⁠ ⁠ 📸: Dok. kumparan.⁠ ⁠ Baca selengkapnya dengan klik link di bio. Cari tahu berita update lainnya dengan download aplikasi kumparan di App Store atau Google Play.⁠ ⁠,0,non-bullying
